Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
HKS;Hawkins Field;Jackson;United States;US;32.333611;-90.222222;67;5828648;6252001;32.333611, -90.222222
CIN;Carroll;Carroll;United States;US;42.05;-94.783333;67;4850478;6252001;42.05, -94.783333
KOA;Kona International Airport;Kona, HI;United States;US;19.738889;-156.045556;67;\N;6252001;19.738889, -156.045556
GNG;Gooding;Gooding;United States;US;42.916667;-114.783333;67;5594307;6252001;42.916667, -114.783333
EYW;International;Key West;United States;US;24.55;-81.766667;67;4160812;6252001;24.55, -81.766667
ISW;Alexander Field;Wisconsin Rapids;United States;US;44.766667;-89.677778;67;5279436;6252001;44.766667, -89.677778
TAD;Las Animas;Trinidad;United States;US;5.416667;-71.666667;67;5442007;6252001;5.416667, -71.666667
BBW;Broken Bow;Broken Bow;United States;US;41.4;-99.633333;67;5064638;6252001;41.4, -99.633333
KLS;Longview;Kelso;United States;US;46.15;-122.9;67;5799571;6252001;46.15, -122.9
SVC;Grant County;Silver City;United States;US;32.633333;-108.166667;67;5491487;6252001;32.633333, -108.166667
SNK;Winston Field;Snyder;United States;US;32.7;-100.95;67;5530921;6252001;32.7, -100.95
HTO;East Hampton;East Hampton;United States;US;40.966667;-72.233333;67;5115871;6252001;40.966667, -72.233333
HAE;Havasupai;Havasupai;United States;US;36.230556;-112.669444;67;\N;6252001;36.230556, -112.669444
FPY;Perry-Foley;Perry;United States;US;30.116667;-83.583333;67;5779613;6252001;30.116667, -83.583333
OLM;Olympia;Olympia;United States;US;46.966667;-122.9;67;5805687;6252001;46.966667, -122.9
TKL;Taku SPB;Taku Lodge;United States;US;59.783333;-1.25;67;\N;6252001;59.783333, -1.25
AND;Anderson;Anderson;United States;US;34.5;-82.716667;67;5558857;6252001;34.5, -82.716667
AGN;Angoon;Angoon;United States;US;57.5;-134.583333;67;\N;6252001;57.5, -134.583333
HCA;Howard County;Big Spring;United States;US;32.3;-101.433333;67;5517061;6252001;32.3, -101.433333
DNN;Municipal;Dalton;United States;US;34.716667;-84.866667;67;5186267;6252001;34.716667, -84.866667
BGR;Bangor International Airport;Bangor;United States;US;44.8;-68.816667;67;5244626;6252001;44.8, -68.816667
BOW;Bartow;Bartow;United States;US;27.933333;-81.783333;67;4146723;6252001;27.933333, -81.783333
KEB;Nanwalek;Nanwalek;United States;US;59.366667;-151.916667;67;\N;6252001;59.366667, -151.916667
OAK;Oakland International Airport;Oakland;United States;US;37.716667;-122.216667;67;5378538;6252001;37.716667, -122.216667
STS;Sonoma County;Santa Rosa;United States;US;38.516667;-122.8;67;5490338;6252001;38.516667, -122.8
EFW;Municipal;Jefferson;United States;US;42.016667;-94.383333;67;5733532;6252001;42.016667, -94.383333
CGF;Cuyahoga County;Cleveland;United States;US;41.5525;-81.483889;67;5248933;6252001;41.5525, -81.483889
BFD;Bradford;Bradford;United States;US;41.8;-78.633333;67;5221030;6252001;41.8, -78.633333
LHV;W T Piper Memorial;Lock Haven;United States;US;41.133333;-77.45;67;5198635;6252001;41.133333, -77.45
BSF;Bradshaw AAF;Pohakuloa;United States;US;66.15;25.866667;67;\N;6252001;66.15, 25.866667
KKA;Koyuk;Koyuk;United States;US;64.916667;-161.133333;67;\N;6252001;64.916667, -161.133333
FDK;Frederick Municipal;Frederick;United States;US;39.4175;-77.374444;67;5577217;6252001;39.4175, -77.374444
PTC;Port Alice;Port Alice;United States;US;55.791667;-133.6;67;\N;6252001;55.791667, -133.6
DVL;Devils Lake;Devils Lake;United States;US;48.116667;-98.9;67;5058868;6252001;48.116667, -98.9
TSG;Intermediate;Tanacross;United States;US;45.228056;18.073333;67;\N;6252001;45.228056, 18.073333
OCF;Taylor Field;Ocala;United States;US;29.166667;-82.216667;67;4166673;6252001;29.166667, -82.216667
WCR;Chandalar;Chandalar;United States;US;67.5;-148.5;67;\N;6252001;67.5, -148.5
HPV;Princeville;Kauai Island;United States;US;22.2125;-159.446667;67;\N;6252001;22.2125, -159.446667
ANY;Anthony;Anthony;United States;US;37.15;-98.033333;67;5516368;6252001;37.15, -98.033333
FIC;Fire Cove;Fire Cove;United States;US;55.777778;-131.5375;67;\N;6252001;55.777778, -131.5375
CIK;Chalkyitsik;Chalkyitsik;United States;US;66.65;-143.75;67;\N;6252001;66.65, -143.75
ASY;Ashley;Ashley;United States;US;46.033333;-99.366667;67;5178612;6252001;46.033333, -99.366667
PLR;St Clair County;Pell City;United States;US;33.583333;-86.283333;67;4082589;6252001;33.583333, -86.283333
WLB;Labouchere Bay;Labouchere Bay;United States;US;56.291667;-133.658333;67;\N;6252001;56.291667, -133.658333
ANI;Aniak;Aniak;United States;US;61.583333;-159.533333;67;\N;6252001;61.583333, -159.533333
UOS;Franklin County;Sewanee;United States;US;35.205278;-85.898056;67;4656589;6252001;35.205278, -85.898056
CKX;Chicken;Chicken;United States;US;64.083333;-141.916667;67;\N;6252001;64.083333, -141.916667
DRO;La Plata;Durango;United States;US;37.15;-107.75;67;5420241;6252001;37.15, -107.75
GUN;Gunter AFB;Montgomery;United States;US;51.066667;-1.166667;67;5201752;6252001;51.066667, -1.166667
MLB;Melbourne International Airport;Melbourne;United States;US;28.1;-80.633333;67;4163971;6252001;28.1, -80.633333
WSJ;San Juan SPB;San Juan;United States;US;57.733333;-153.3;67;4726440;6252001;57.733333, -153.3
KAL;Kaltag;Kaltag;United States;US;64.333333;-158.7;67;\N;6252001;64.333333, -158.7
GSP;Greenville Spartanbur Int'l Airport;Greenville;United States;US;34.895556;-82.218889;67;5564488;6252001;34.895556, -82.218889
AKC;Fulton International;Akron/Canton;United States;US;-26.8;23.75;67;5574199;6252001;-26.8, 23.75
STJ;Rosecrans Memorial;St Joseph;United States;US;39.766667;-94.916667;67;\N;6252001;39.766667, -94.916667
FHU;Municipal;Sierra Vista;United States;US;31.588333;-110.344444;67;5314328;6252001;31.588333, -110.344444
RBH;Brooks Lodge;Brooks Lodge;United States;US;58.55;-155.8;67;\N;6252001;58.55, -155.8
RCR;Fulton County;Rochester;United States;US;49.916667;-0.966666999999999;67;5808524;6252001;49.916667, -0.966666999999999
KCQ;Chignik;Chignik;United States;US;56.261111;-158.777778;67;\N;6252001;56.261111, -158.777778
OGS;Ogdensburg;Ogdensburg;United States;US;44.683333;-75.466667;67;5129626;6252001;44.683333, -75.466667
RSP;Raspberry Strait;Raspberry Strait;United States;US;58.166667;-154.833333;67;\N;6252001;58.166667, -154.833333
MZJ;Marana;Marana;United States;US;32.509722;-111.325278;67;5303705;6252001;32.509722, -111.325278
TUL;Tulsa International;Tulsa;United States;US;36.198333;-95.888056;67;4553433;6252001;36.198333, -95.888056
OLE;Municipal;Olean;United States;US;42.233333;-78.366667;67;5129780;6252001;42.233333, -78.366667
LTS;Altus AFB;Altus;United States;US;34.65;-99.35;67;4529292;6252001;34.65, -99.35
ADW;Andrews AFB;Camp Springs;United States;US;38.8;-76.916667;67;4350288;6252001;38.8, -76.916667
EGX;Egegik;Egegik;United States;US;58.216667;-157.366667;67;\N;6252001;58.216667, -157.366667
FXE;Executive;Fort Lauderdale;United States;US;26.183333;-80.166667;1;4155966;6252001;26.183333, -80.166667
KIB;SPB;Ivanof Bay;United States;US;55.9;-159.483333;67;\N;6252001;55.9, -159.483333
HYS;Municipal;Hays;United States;US;38.85;-99.266667;67;4470384;6252001;38.85, -99.266667
VCB;View Cove;View Cove;United States;US;55.080556;-133.016667;67;\N;6252001;55.080556, -133.016667
RNO;Reno-Tahoe International;Reno, NV;United States;US;39.499167;-119.768056;67;5511077;6252001;39.499167, -119.768056
MRK;Marco Island;Marco Island;United States;US;25.933333;-81.716667;67;\N;6252001;25.933333, -81.716667
NUW;Whidbey Island NAS;Oak Harbor;United States;US;48.351667;-122.655833;67;5805441;6252001;48.351667, -122.655833
KAE;SPB;Kake;United States;US;56.966667;-133.95;67;\N;6252001;56.966667, -133.95
FAR;Hector Field;Fargo;United States;US;46.916667;-96.816667;67;5059163;6252001;46.916667, -96.816667
CIR;Cairo;Cairo;United States;US;4.666667;-76.016667;67;5111056;6252001;4.666667, -76.016667
PCU;Pearl River County;Picayune;United States;US;30.516666999999998;-89.705556;67;4440975;6252001;30.516666999999998, -89.705556
WTR;White River;White River;United States;US;33.816667;-109.983333;67;\N;6252001;33.816667, -109.983333
KKU;Ekuk;Ekuk;United States;US;58.816667;-158.55;67;\N;6252001;58.816667, -158.55
DPA;Dupage County;Chicago;United States;US;41.914444;-88.246389;67;4887398;6252001;41.914444, -88.246389
DYL;Doylestown;Doylestown;United States;US;40.316667;-75.133333;67;5187248;6252001;40.316667, -75.133333
RKS;Sweetwater County;Rock Springs;United States;US;41.6;-109.066667;67;5836898;6252001;41.6, -109.066667
ERI;International;Erie;United States;US;42.083333;-80.183333;67;5576859;6252001;42.083333, -80.183333
LWC;Lawrence;Lawrence;United States;US;38.95;-95.283333;67;5124087;6252001;38.95, -95.283333
JUP;Cable Heliport;Upland;United States;US;-32.266667;27.183333;67;5404915;6252001;-32.266667, 27.183333
NLC;Lemoore NAS;Lemoore, CA;United States;US;36.333056;-119.951944;67;5365918;6252001;36.333056, -119.951944
LEB;White River;White River;United States;US;43.633333;-72.316667;67;\N;6252001;43.633333, -72.316667
WOW;Willow;Willow;United States;US;61.75;-150.05;67;5878102;6252001;61.75, -150.05
JDN;Jordan;Jordan;United States;US;47.316667;-106.916667;67;5122893;6252001;47.316667, -106.916667
SCK;Stockton Metropolitan Airport;Stockton;United States;US;37.9;-121.25;67;5399020;6252001;37.9, -121.25
KPC;Port Clarence;Port Clarence;United States;US;65.25;-166.85;67;\N;6252001;65.25, -166.85
DNS;Municipal;Denison;United States;US;41.983333;-95.383333;67;4853757;6252001;41.983333, -95.383333
SAD;Safford;Safford;United States;US;32.85;-109.633333;67;5312476;6252001;32.85, -109.633333
MDW;Midway;Chicago;United States;US;41.783333;-87.75;67;4887398;6252001;41.783333, -87.75
JSG;San Rafael H/P;San Rafael;United States;US;8.45;-73.916667;67;5392567;6252001;8.45, -73.916667
PGC;Grant County;Petersburg;United States;US;39.0;-79.116667;67;5556338;6252001;39.0, -79.116667
DAY;James Cox Dayton Intl;Dayton, Oh;United States;US;39.75;-84.183333;67;6545140;6252001;39.75, -84.183333
RMP;Rampart;Rampart;United States;US;65.5;-150.15;67;\N;6252001;65.5, -150.15
STG;St George Island;St George Island;United States;US;56.6;-169.533333;67;\N;6252001;56.6, -169.533333
ORL;Orlando Executive;Orlando;United States;US;28.533333;-81.35;67;4167147;6252001;28.533333, -81.35
PUB;Memorial;Pueblo;United States;US;38.283333;-104.5;67;5435464;6252001;38.283333, -104.5
CLK;Municipal;Clinton;United States;US;43.6;-81.533333;67;5773001;6252001;43.6, -81.533333
GBG;Galesburg;Galesburg;United States;US;40.933333;-90.433333;67;4993609;6252001;40.933333, -90.433333
VDZ;Municipal;Valdez;United States;US;61.133333;-146.233333;67;5877389;6252001;61.133333, -146.233333
UNK;Unalakleet;Unalakleet;United States;US;63.883333;-160.783333;67;\N;6252001;63.883333, -160.783333
HSI;Hastings;Hastings;United States;US;40.6;-98.433333;67;5192858;6252001;40.6, -98.433333
SYA;Shemya AFB;Shemya;United States;US;52.716667;174.1;67;\N;6252001;52.716667, 174.1
OWD;Memorial;Norwood;United States;US;42.183333;-71.183333;67;5129364;6252001;42.183333, -71.183333
DSM;Des Moines International;Des Moines, IA;United States;US;41.533889;-93.663056;67;5792244;6252001;41.533889, -93.663056
CFK;Chefornak;Chefornak, AK;United States;US;60.149167;-164.285556;67;\N;6252001;60.149167, -164.285556
OMA;Eppley Airfield;Omaha;United States;US;41.3;-95.9;67;5074472;6252001;41.3, -95.9
FBG;Simmons AAF;Fort Bragg;United States;US;19.833333;-72.5;67;5350039;6252001;19.833333, -72.5
SKK;Shaktoolik;Shaktoolik;United States;US;64.383333;-161.1;67;\N;6252001;64.383333, -161.1
WKL;Waikoloa Airport;Waikoloa;United States;US;19.916667;-155.866667;67;\N;6252001;19.916667, -155.866667
EEN;Dillant-Hopkins;Keene;United States;US;42.9;-72.266667;67;5088262;6252001;42.9, -72.266667
EVA;Landing Strip;Evadale;United States;US;30.35;-94.066667;67;4689569;6252001;30.35, -94.066667
MTW;Municipal;Manitowoc;United States;US;44.116667;-87.666667;67;5261585;6252001;44.116667, -87.666667
JGL;Galleria Heliport;Atlanta;United States;US;33.885;-84.462778;67;4883772;6252001;33.885, -84.462778
FPR;St Lucie County;Fort Pierce;United States;US;27.483333;-80.366667;67;4156018;6252001;27.483333, -80.366667
ATU;Casco Cove;Attu Island;United States;US;52.833333;173.183333;67;\N;6252001;52.833333, 173.183333
IFA;Iowa Falls;Iowa Falls;United States;US;42.516667;-93.266667;67;4862069;6252001;42.516667, -93.266667
ACK;Nantucket Memorial;Nantucket;United States;US;41.266667;-70.066667;67;4944903;6252001;41.266667, -70.066667
ELI;Elim;Elim;United States;US;64.616667;-162.266667;67;5188469;6252001;64.616667, -162.266667
DFW;Dallas/Fort Worth International;Dallas, TX;United States;US;32.896944;-97.038056;67;5722064;6252001;32.896944, -97.038056
PTB;Municipal;Petersburg;United States;US;37.183333;-77.516667;67;5556338;6252001;37.183333, -77.516667
SKY;Griffing Sandusky;Sandusky;United States;US;41.433333;-82.7;67;5170691;6252001;41.433333, -82.7
CWO;Ft Wolter AAF;Mineral Wells;United States;US;-5.133333;137.533333;67;4711647;6252001;-5.133333, 137.533333
GWV;Glendale;Glendale;United States;US;-17.360556;31.059722;67;5423075;6252001;-17.360556, 31.059722
SFM;Sanford;Sanford;United States;US;43.383333;-70.7;67;4977762;6252001;43.383333, -70.7
UES;Waukesha;Waukesha;United States;US;43.016667;-88.2;67;5278052;6252001;43.016667, -88.2
EBR;Downtown;Baton Rouge;United States;US;6.45;17.366667;67;4315588;6252001;6.45, 17.366667
JBS;Hacienda Bus.Park H/P;Pleasanton;United States;US;37.699722;-121.9;67;5383777;6252001;37.699722, -121.9
HUL;International;Houlton;United States;US;46.133333;-67.8;67;4967563;6252001;46.133333, -67.8
CHI;Chicago FSS;Chicago;United States;US;41.883056;-87.766111;67;4887398;6252001;41.883056, -87.766111
BEH;Ross Field;Benton Harbor;United States;US;42.133333;-86.433333;67;4985711;6252001;42.133333, -86.433333
HSB;Raleigh;Harrisburg;United States;US;37.733333;-88.55;67;5730389;6252001;37.733333, -88.55
MIB;Minot AFB;Minot;United States;US;47.666667;4.866667;67;5690532;6252001;47.666667, 4.866667
MOX;Municipal;Morris;United States;US;-16.166389;38.721944;67;5038252;6252001;-16.166389, 38.721944
ROL;Roosevelt;Roosevelt;United States;US;40.3;-109.983333;67;5780699;6252001;40.3, -109.983333
SUS;Spirit Of St Louis;St Louis;United States;US;38.662222;-90.651944;67;\N;6252001;38.662222, -90.651944
SSF;Stinson Municipal;San Antonio;United States;US;6.233333;-76.733333;67;4726206;6252001;6.233333, -76.733333
MIO;Miami;Miami;United States;US;10.016667;-73.65;67;5304640;6252001;10.016667, -73.65
AHC;Amedee AAF;Herlong;United States;US;60.572222;4.951667;67;\N;6252001;60.572222, 4.951667
ZRK;VanGalder Bus Termina;Rockford;United States;US;-32.85;24.166667;67;5168451;6252001;-32.85, 24.166667
PPF;Tri-City;Parsons;United States;US;37.333333;-95.5;67;4817695;6252001;37.333333, -95.5
LKP;Lake Placid;Lake Placid;United States;US;44.264444;-73.961944;67;5123831;6252001;44.264444, -73.961944
SBT;Tri-City;San Bernardino;United States;US;34.1;-117.266667;67;5391710;6252001;34.1, -117.266667
FLO;Florence;Florence;United States;US;34.183333;-79.716667;67;5727032;6252001;34.183333, -79.716667
MXY;Mccarthy;Mccarthy;United States;US;61.416667;-142.916667;67;\N;6252001;61.416667, -142.916667
CHK;Municipal;Chickasha;United States;US;35.033333;-97.966667;67;4533029;6252001;35.033333, -97.966667
EMM;Kemerer;Kemerer;United States;US;41.85;-110.55;67;\N;6252001;41.85, -110.55
KKT;Kentland;Kentland;United States;US;40.766667;-87.45;67;4922267;6252001;40.766667, -87.45
LYH;Preston-Glenn Field;Lynchburg;United States;US;37.333333;-79.2;67;4771075;6252001;37.333333, -79.2
MDN;Jefferson Proving Grd;Madison;United States;US;38.733333;-85.366667;67;5261457;6252001;38.733333, -85.366667
MRN;Lenoir;Morganton;United States;US;35.75;-81.725;67;4480219;6252001;35.75, -81.725
FMC;Five Mile;Five Mile;United States;US;65.916667;-149.833333;67;\N;6252001;65.916667, -149.833333
THV;York Airport;York;United States;US;48.75;-64.583333;67;5082331;6252001;48.75, -64.583333
JLH;US Army Heliport;Arlington Heights;United States;US;-6.3;155.833333;67;5785858;6252001;-6.3, 155.833333
BWM;Bowman;Bowman;United States;US;46.133333;-103.583333;67;5688127;6252001;46.133333, -103.583333
DGW;Converse County;Douglas;United States;US;42.75;-105.4;67;5823516;6252001;42.75, -105.4
WWR;West Woodward;Woodward;United States;US;36.433333;-99.516667;67;4882453;6252001;36.433333, -99.516667
VAD;Moody AFB;Valdosta;United States;US;46.286111;12.437778;67;4228147;6252001;46.286111, 12.437778
GLD;Renner Field;Goodland;United States;US;39.366667;-101.7;67;5445479;6252001;39.366667, -101.7
GLS;Scholes Field;Galveston;United States;US;29.266666999999998;-94.866667;67;4920577;6252001;29.266666999999998, -94.866667
ICT;Mid-Continent;Wichita;United States;US;37.65;-97.433333;67;4281730;6252001;37.65, -97.433333
MSD;Mt Pleasant;Mt Pleasant;United States;US;39.524722;-111.474444;67;\N;6252001;39.524722, -111.474444
PSK;New River Valley;Dublin;United States;US;37.116667;-80.683333;67;5344157;6252001;37.116667, -80.683333
VSF;State;Springfield;United States;US;43.333333;-72.516667;67;5754005;6252001;43.333333, -72.516667
ATY;Watertown;Watertown;United States;US;44.916667;-97.15;67;5278005;6252001;44.916667, -97.15
CCY;Municipal;Charles City;United States;US;43.066667;-92.666667;67;4851163;6252001;43.066667, -92.666667
AIZ;Lee C Fine Memorial;Kaiser/Lake Ozark;United States;US;38.1;-92.55;67;\N;6252001;38.1, -92.55
BRO;South Padre Is. Intl;Brownsville;United States;US;25.916667;-97.416667;67;5716061;6252001;25.916667, -97.416667
GPT;Gulfport-Biloxi International;Gulfport;United States;US;30.4;-89.066667;67;4428667;6252001;30.4, -89.066667
JNU;Boundary Bay;Juneau;United States;US;58.35;-134.583333;67;5554072;6252001;58.35, -134.583333
OPL;St Landry Parish;Opelousas;United States;US;30.55;-92.1;67;4336153;6252001;30.55, -92.1
UQE;Queen;Queen;United States;US;58.883333;-158.5;67;\N;6252001;58.883333, -158.5
PTW;Pottstown/Limerick;Pottstown;United States;US;40.233333;-75.65;67;5207069;6252001;40.233333, -75.65
SLJ;Stellar Air Park;Chandler;United States;US;33.319444;-111.9;67;5289282;6252001;33.319444, -111.9
UMT;Umiat;Umiat;United States;US;69.366667;-152.133333;67;\N;6252001;69.366667, -152.133333
EGE;Eagle County;Vail/Eagle;United States;US;39.633333;-106.916667;67;5442727;6252001;39.633333, -106.916667
EDF;Elmendorf Afb;Anchorage;United States;US;61.251389;-149.806389;67;5879400;6252001;61.251389, -149.806389
GBO;Baltimore Greenbelt T;Baltimore;United States;US;39.186111;-76.683333;67;4505716;6252001;39.186111, -76.683333
PTS;Municipal;Pittsburg;United States;US;37.45;-94.733333;67;5383465;6252001;37.45, -94.733333
CTB;Cut Bank;Cut Bank;United States;US;48.633333;-112.333333;67;5647469;6252001;48.633333, -112.333333
AUW;Municipal;Wausau;United States;US;44.766667;-89.680556;67;5278120;6252001;44.766667, -89.680556
ORF;Norfolk International Airport;Norfolk;United States;US;36.9;-76.2;67;5128862;6252001;36.9, -76.2
CEF;Westover Metro Arpt;Springfield;United States;US;44.633333;-64.85;67;5754005;6252001;44.633333, -64.85
HTL;Roscommon County;Houghton;United States;US;52.333333;-1.716667;67;5121382;6252001;52.333333, -1.716667
SCE;University Park;State College;United States;US;40.772222;-77.883333;67;5213681;6252001;40.772222, -77.883333
SYV;Sylvester;Sylvester;United States;US;31.516666999999998;-83.833333;67;4225522;6252001;31.516666999999998, -83.833333
BKW;Beckley;Beckley;United States;US;37.783333;-81.116667;67;4798308;6252001;37.783333, -81.116667
LXV;Leadville;Leadville;United States;US;39.333333;-106.5;67;5428184;6252001;39.333333, -106.5
MWM;Windom Municipal;Windom, MN;United States;US;43.913333;-95.109444;67;5053084;6252001;43.913333, -95.109444
FYM;Municipal;Fayetteville;United States;US;35.15;-86.583333;67;5116968;6252001;35.15, -86.583333
MCF;Mac Dill AFB;Tampa;United States;US;54.433333;23.65;67;4174757;6252001;54.433333, 23.65
LAS;Mc Carran Intl;Las Vegas;United States;US;36.083333;-115.166667;67;5506956;6252001;36.083333, -115.166667
RDU;Raleigh-durham International Airport;Raleigh/Durham, NC;United States;US;35.877778;-78.7875;67;4487042;6252001;35.877778, -78.7875
FFT;Capital City;Frankfort, KY;United States;US;38.198611;-84.906111;67;5117856;6252001;38.198611, -84.906111
OGB;Municipal;Orangeburg;United States;US;33.45;-80.85;67;5129923;6252001;33.45, -80.85
CIG;Craig-Moffat;Craig;United States;US;40.5;-107.583333;67;5845544;6252001;40.5, -107.583333
HYG;SPB;Hydaburg;United States;US;55.2;-132.833333;67;\N;6252001;55.2, -132.833333
PVU;Provo;Provo;United States;US;40.233333;-111.716667;67;5780026;6252001;40.233333, -111.716667
MLK;Malta;Malta;United States;US;48.35;-107.866667;67;5664486;6252001;48.35, -107.866667
AMK;Animas Airpark;Durango;United States;US;14.466667;-87.85;67;5420241;6252001;14.466667, -87.85
ZTL;Bus Station;Telluride;United States;US;42.095278;8.709722;67;5441199;6252001;42.095278, 8.709722
ALS;Municipal;Alamosa;United States;US;37.433333;-105.866667;67;5411479;6252001;37.433333, -105.866667
ZTN;Trenton Rail STN;Philadelphia;United States;US;29.483333;31.066667;67;5131095;6252001;29.483333, 31.066667
DPK;Deer Park;Deer Park;United States;US;40.766667;-73.333333;67;5792143;6252001;40.766667, -73.333333
DBS;Dubois;Dubois;United States;US;44.166667;-112.233333;67;\N;6252001;44.166667, -112.233333
SKF;Kelly AFB;San Antonio;United States;US;6.233333;-76.733333;67;4726206;6252001;6.233333, -76.733333
AEX;Alexandria International;Alexandria, LA;United States;US;31.3275;-92.548611;67;5082573;6252001;31.3275, -92.548611
GDH;Golden Horn Lodge SPB;Golden Horn Lodge, Alaska;United States;US;59.746944;-158.874722;67;\N;6252001;59.746944, -158.874722
DYS;Dyess AFB;Abilene;United States;US;54.1075;-1.483611;67;4669635;6252001;54.1075, -1.483611
KQA;Akutan;Akutan;United States;US;54.116667;-165.75;67;\N;6252001;54.116667, -165.75
MHV;Kern County;Mojave;United States;US;35.483333;-118.2;67;5373965;6252001;35.483333, -118.2
RRL;Municipal;Merrill;United States;US;-34.683333;149.216667;67;5262680;6252001;-34.683333, 149.216667
BKF;Lake Brooks SPB;Katmai National Park;United States;US;58.554722;-155.7775;67;\N;6252001;58.554722, -155.7775
BTP;Butler County - Kenny Scholter Field;Butler;United States;US;40.793611;-79.949722;67;5247307;6252001;40.793611, -79.949722
MGR;Moultrie Municipal;Moultrie;United States;US;31.083333;-83.8;67;4210397;6252001;31.083333, -83.8
NNK;Naknek;Naknek;United States;US;58.75;-156.533333;67;\N;6252001;58.75, -156.533333
BED;Hanscom Field;Bedford/Hanscom;United States;US;42.466667;-71.283333;67;5179630;6252001;42.466667, -71.283333
MHN;Mullen;Mullen;United States;US;42.05;-101.066667;67;\N;6252001;42.05, -101.066667
FMS;Municipal;Fort Madison;United States;US;40.65;-91.316667;67;4857507;6252001;40.65, -91.316667
RIR;Riverside Fla-Bob;Riverside;United States;US;-29.666667;30.016667;67;5387877;6252001;-29.666667, 30.016667
ANN;Annette Island;Annette Island;United States;US;55.033333;-131.566667;67;\N;6252001;55.033333, -131.566667
VNY;Van Nuys;Los Angeles, CA;United States;US;34.209722;-118.49;67;5368361;6252001;34.209722, -118.49
RWL;Rawlins;Rawlins;United States;US;41.8;-107.2;67;5836068;6252001;41.8, -107.2
MKT;Municipal;Mankato;United States;US;44.15;-93.983333;67;5036420;6252001;44.15, -93.983333
BBC;Bay City;Bay City;United States;US;28.983333;-95.966667;67;5712837;6252001;28.983333, -95.966667
MEV;Douglas County;Minden;United States;US;39.0;-119.75;67;5508379;6252001;39.0, -119.75
EAN;Phifer Field;Wheatland;United States;US;42.058333;-104.919444;67;5842753;6252001;42.058333, -104.919444
UIZ;Berz-Macomb;Utica;United States;US;37.066667;10.066667;67;5174913;6252001;37.066667, 10.066667
LXN;Lexington;Lexington;United States;US;40.783333;-99.75;67;5160635;6252001;40.783333, -99.75
DLO;Dolomi;Dolomi;United States;US;55.133333;-132.051389;67;\N;6252001;55.133333, -132.051389
CRG;Craig Municipal;Jacksonville;United States;US;30.333889;-81.5025;67;5733409;6252001;30.333889, -81.5025
FET;Municipal;Fremont;United States;US;41.433333;-96.5;67;5350734;6252001;41.433333, -96.5
FRY;Fryeburg;Fryeburg;United States;US;44.016667;-70.983333;67;4964996;6252001;44.016667, -70.983333
UBS;Lowndes County;Columbus;United States;US;33.449722;-88.365833;67;5645893;6252001;33.449722, -88.365833
ADQ;Kodiak Airport;Kodiak;United States;US;57.75;-152.483333;67;5866583;6252001;57.75, -152.483333
FLD;Fond Du Lac;Fond Du Lac;United States;US;43.766667;-88.483333;67;5253352;6252001;43.766667, -88.483333
SEM;Craig AFB;Selma;United States;US;-12.2;96.916667;67;5394329;6252001;-12.2, 96.916667
MLC;Mc Alester;Mc Alester;United States;US;34.883333;-95.783333;67;\N;6252001;34.883333, -95.783333
SEP;Clark Field;Stephenville;United States;US;32.216667;-98.183333;67;4734350;6252001;32.216667, -98.183333
KLP;Kelp Bay;Kelp Bay;United States;US;57.558333;-134.866667;67;\N;6252001;57.558333, -134.866667
BNL;Barnwell Regional;Barnwell, SC;United States;US;33.257778;-81.388333;67;4570015;6252001;33.257778, -81.388333
LFI;Langley AFB;Hampton;United States;US;52.166667;-2.016667;67;5098787;6252001;52.166667, -2.016667
SGY;Municipal;Skagway;United States;US;59.483333;-135.3;67;\N;6252001;59.483333, -135.3
GLR;Otsego County;Gaylord;United States;US;45.016667;-84.7;67;5027765;6252001;45.016667, -84.7
BLM;Monmouth Executive Airport;Belmar - Farmingdale;United States;US;40.185556;-74.123611;67;\N;6252001;40.185556, -74.123611
YIP;Willow Run;Detroit, MI;United States;US;42.25;-83.383333;67;4990729;6252001;42.25, -83.383333
WRL;Worland;Worland, WY;United States;US;43.965833;-107.884167;67;5843495;6252001;43.965833, -107.884167
IVH;Ivishak;Ivishak;United States;US;69.4;-148.25;67;\N;6252001;69.4, -148.25
CSV;Memorial;Crossville;United States;US;35.95;-85.083333;67;4616470;6252001;35.95, -85.083333
RSH;Russian SPB;Russian Mission;United States;US;61.783333;-161.333333;67;\N;6252001;61.783333, -161.333333
HLN;Helena;Helena;United States;US;46.6;-111.983333;67;5656882;6252001;46.6, -111.983333
DUG;Bisbee-Douglas Intl;Douglas;United States;US;31.466667;-109.6;67;5823516;6252001;31.466667, -109.6
HNB;Municipal;Huntingburg;United States;US;38.3;-86.95;67;4259271;6252001;38.3, -86.95
SMN;Salmon;Salmon;United States;US;45.183333;-113.916667;67;5606275;6252001;45.183333, -113.916667
PIA;Greater Peoria;Peoria, IL;United States;US;40.666667;-89.683333;67;5308480;6252001;40.666667, -89.683333
TRI;Tri-cities Regional;Blountville;United States;US;36.475278;-82.4075;67;4607201;6252001;36.475278, -82.4075
KTN;International;Ketchikan;United States;US;55.333333;-131.65;67;5554428;6252001;55.333333, -131.65
HCB;Shoal Cove;Shoal Cove;United States;US;55.458333;-131.283333;67;\N;6252001;55.458333, -131.283333
DLN;Dillon;Dillon;United States;US;45.216667;-112.633333;67;5648657;6252001;45.216667, -112.633333
